codigo,codigo_global,numero_na_selecao,selecao,grupo,confederacao,ranking_fifa,jogador,posicao,clube,tipo,raridade,is_brilhante,rating_overall,pagina_album
MAR17,976,17,Marrocos (2),L,CAF,14,Fall,ATA,Zamalek,Jogador,Normal,0,80,97
MAR18,977,18,Marrocos (2),L,CAF,14,Mbaye,ATA,TP Mazembe,Jogador,Normal,0,80,97
MAR19,978,19,Marrocos (2),L,CAF,14,Estrela Marrocos (2),ATA,Espérance Tunis,Estrela,Brilhante,1,84,97
MAR20,979,20,Marrocos (2),L,CAF,14,Estrela Marrocos (2),ATA,Asante Kotoko,Destaque,Brilhante,1,81,97
CC01,980,,Coca-Cola,,,,Vini Jr. (Especial Coca-Cola),ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
CC02,981,,Coca-Cola,,,,Rodrygo (Especial Coca-Cola),ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
CC03,982,,Coca-Cola,,,,Raphinha (Especial Coca-Cola),ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
CC04,983,,Coca-Cola,,,,Estêvão (Especial Coca-Cola),ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
CC05,984,,Coca-Cola,,,,Messi (Especial Coca-Cola),ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
CC06,985,,Coca-Cola,,,,Mbappé (Especial Coca-Cola),ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
CC07,986,,Coca-Cola,,,,Bellingham (Especial Coca-Cola),ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
CC08,987,,Coca-Cola,,,,Yamal (Especial Coca-Cola),ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
CC09,988,,Coca-Cola,,,,Donnarumma (Especial Coca-Cola),ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
CC10,989,,Coca-Cola,,,,Haaland (Especial Coca-Cola),ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
CC11,990,,Coca-Cola,,,,Salah (Especial Coca-Cola),ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
CC12,991,,Coca-Cola,,,,Neymar Jr. (Especial Coca-Cola),ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
CC13,992,,Coca-Cola,,,,Couverture Coca-Cola,ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
CC14,993,,Coca-Cola,,,,Logo Parceria FIFA×Coca-Cola,ESP,Coca-Cola,Patrocinador CC,Brilhante,1,,
